transaction_id,transaction_date,customer_id,store_id,product_id,quantity,unit_price,total_amount,promotion,payment_method
T00000611,2023-05-21 04:08:30,C000011,S0007,P00012,1,11.06,11.06,False,card
T00000612,2023-09-07 18:20:30,C000324,S0010,P00014,2,3.86,7.72,False,card
T00000613,2023-08-21 19:13:29,C000180,S0003,P00125,1,4.94,4.94,False,cash
T00000614,2023-04-01 22:14:29,C000457,S0014,P00132,4,8.0,32.0,False,card
T00000615,2023-04-07 23:49:25,C000256,S0006,P00027,2,6.72,13.44,False,mobile
T00000616,2023-01-23 06:03:33,C000315,S0005,P00156,2,2.42,4.84,False,insurance
T00000617,2023-02-20 21:01:00,C000207,S0003,P00108,2,2.8,5.6,False,card
T00000618,2023-06-07 20:05:33,C000038,S0020,P00067,3,7.77,23.31,False,insurance
T00000619,2023-06-23 22:44:09,C000012,S0020,P00159,1,6.33,6.33,False,card
T00000620,2023-03-02 02:29:41,C000211,S0009,P00019,4,3.07,12.28,False,insurance
T00000621,2023-06-01 17:56:44,C000463,S0010,P00148,1,7.34,7.34,False,mobile
T00000622,2023-08-08 22:05:41,C000421,S0019,P00076,1,3.2,3.2,False,insurance
T00000623,2023-03-26 15:43:51,C000451,S0017,P00150,1,20.1,20.1,False,card
T00000624,2023-05-04 02:50:15,C000185,S0013,P00016,1,6.92,6.92,False,card
T00000625,2023-05-14 18:34:59,C000194,S0007,P00082,3,6.46,19.38,False,cash
T00000626,2023-07-03 20:09:03,C000104,S0016,P00010,1,5.15,5.15,False,mobile
T00000627,2023-05-14 08:48:16,C000217,S0002,P00028,5,11.02,55.1,False,cash
T00000628,2023-09-26 05:56:54,C000392,S0018,P00168,4,17.62,70.48,False,cash
T00000629,2023-04-30 05:00:04,C000450,S0001,P00074,1,3.16,3.16,False,card
T00000630,2023-06-07 22:31:19,C000447,S0011,P00143,1,4.64,4.64,False,card
T00000631,2023-05-19 02:59:53,C000499,S0001,P00140,2,11.7,23.4,False,cash
T00000632,2023-03-08 13:57:08,C000018,S0010,P00028,2,11.41,22.82,False,card
T00000633,2023-09-07 14:39:14,C000194,S0015,P00085,1,22.93,22.93,False,mobile
T00000634,2023-03-27 16:51:27,C000012,S0010,P00048,10,16.59,165.9,False,insurance
T00000635,2023-04-19 01:30:46,C000051,S0013,P00150,1,15.72,15.72,True,card
T00000636,2023-10-16 13:28:52,C000379,S0001,P00163,2,30.78,61.56,False,cash
T00000637,2023-12-12 09:13:23,C000102,S0014,P00100,2,12.14,24.28,False,cash
T00000638,2023-09-02 04:29:09,C000101,S0008,P00047,1,4.65,4.65,False,cash
T00000639,2023-11-30 13:12:59,C000037,S0001,P00079,5,14.48,72.4,False,mobile
T00000640,2023-11-07 22:12:34,C000142,S0018,P00141,1,3.17,3.17,False,card
T00000641,2023-06-25 01:14:01,C000485,S0016,P00183,2,6.43,12.86,True,card
T00000642,2023-10-08 09:15:18,C000191,S0011,P00031,1,2.62,2.62,False,insurance
T00000643,2023-04-30 12:33:48,C000393,S0013,P00170,1,21.85,21.85,False,cash
T00000644,2023-06-17 14:54:08,C000449,S0013,P00165,2,6.64,13.28,False,cash
T00000645,2023-07-14 21:33:30,C000281,S0015,P00090,5,6.99,34.95,False,card
T00000646,2023-12-16 14:52:02,C000442,S0007,P00111,1,6.01,6.01,False,insurance
T00000647,2023-11-05 21:01:28,C000180,S0018,P00179,1,1.68,1.68,True,card
T00000648,2023-06-28 02:06:50,C000232,S0010,P00104,4,19.99,79.96,False,cash
T00000649,2023-08-26 13:00:11,C000409,S0001,P00106,3,6.55,19.65,False,insurance
T00000650,2023-03-15 15:47:11,C000455,S0006,P00137,4,6.36,25.44,True,cash
T00000651,2023-10-20 19:10:02,C000453,S0001,P00111,1,6.25,6.25,False,card
T00000652,2023-07-21 07:20:23,C000115,S0005,P00187,2,1.34,2.68,False,mobile
T00000653,2023-07-13 21:51:43,C000338,S0014,P00009,1,19.94,19.94,False,mobile
T00000654,2023-10-06 22:15:11,C000456,S0015,P00083,1,17.73,17.73,False,insurance
T00000655,2023-08-19 09:10:06,C000051,S0012,P00182,1,15.41,15.41,False,cash
T00000656,2023-01-27 09:04:20,C000401,S0007,P00025,3,7.65,22.95,False,mobile
T00000657,2023-04-15 21:19:39,C000156,S0002,P00178,3,2.93,8.79,True,insurance
T00000658,2023-03-06 07:49:00,C000016,S0012,P00054,1,3.57,3.57,False,cash
T00000659,2023-09-25 12:01:36,C000430,S0012,P00169,3,65.88,197.64,False,mobile
T00000660,2023-01-13 19:02:44,C000213,S0004,P00102,1,1.7,1.7,False,cash
T00000661,2023-03-15 16:12:23,C000206,S0006,P00014,1,3.6,3.6,False,cash
T00000662,2023-08-06 11:16:48,C000478,S0005,P00042,3,15.53,46.59,False,cash
T00000663,2023-09-10 21:45:23,C000154,S0008,P00075,1,7.54,7.54,False,mobile
T00000664,2023-07-03 04:52:18,C000491,S0006,P00039,4,3.44,13.76,True,mobile
T00000665,2023-11-10 07:14:31,C000498,S0008,P00125,4,4.52,18.08,False,card
T00000666,2023-12-01 11:51:39,C000153,S0010,P00001,1,9.11,9.11,False,insurance
T00000667,2023-02-18 02:03:01,C000374,S0010,P00189,1,7.69,7.69,False,insurance
T00000668,2023-12-13 17:08:13,C000140,S0009,P00037,1,1.37,1.37,False,card
T00000669,2023-08-12 15:13:17,C000069,S0009,P00033,1,5.26,5.26,True,cash
T00000670,2023-08-20 14:00:38,C000225,S0008,P00122,1,13.04,13.04,False,cash
T00000671,2023-02-04 14:45:23,C000043,S0019,P00190,3,7.23,21.69,False,cash
T00000672,2023-08-15 08:40:22,C000333,S0002,P00021,1,7.39,7.39,False,mobile
T00000673,2023-09-22 03:51:06,C000081,S0008,P00083,2,19.99,39.98,False,insurance
T00000674,2023-07-31 09:47:29,C000162,S0006,P00086,1,2.04,2.04,False,card
T00000675,2023-01-31 18:07:58,C000318,S0005,P00150,1,17.91,17.91,False,cash
T00000676,2023-07-10 10:54:54,C000327,S0013,P00092,1,11.16,11.16,False,mobile
T00000677,2023-12-07 16:22:13,C000392,S0005,P00072,1,12.12,12.12,False,mobile
T00000678,2023-09-21 07:46:00,C000184,S0016,P00041,1,18.76,18.76,False,insurance
T00000679,2023-02-20 00:23:44,C000270,S0002,P00177,2,11.2,22.4,False,insurance
T00000680,2023-12-16 10:01:22,C000401,S0004,P00072,1,10.87,10.87,False,card
T00000681,2023-12-16 00:46:41,C000005,S0012,P00142,1,9.44,9.44,False,insurance
T00000682,2023-03-03 15:50:21,C000434,S0015,P00035,1,5.62,5.62,False,mobile
T00000683,2023-10-19 12:31:27,C000397,S0007,P00085,1,25.98,25.98,False,insurance
T00000684,2023-05-29 01:04:50,C000153,S0013,P00055,1,1.75,1.75,True,mobile
T00000685,2023-08-05 02:24:22,C000058,S0019,P00071,1,5.14,5.14,False,cash
T00000686,2023-06-12 01:08:51,C000367,S0011,P00101,1,9.18,9.18,False,mobile
T00000687,2023-10-12 21:00:15,C000452,S0003,P00149,1,6.97,6.97,False,insurance
T00000688,2023-12-29 18:49:14,C000385,S0008,P00023,3,37.67,113.01,False,insurance
T00000689,2023-10-17 10:07:24,C000029,S0005,P00143,5,4.81,24.05,False,cash
T00000690,2023-12-06 00:27:39,C000213,S0014,P00016,1,6.86,6.86,False,mobile
T00000691,2023-12-11 08:29:33,C000338,S0015,P00115,2,2.76,5.52,False,insurance
T00000692,2023-02-02 19:09:39,C000492,S0001,P00085,1,25.32,25.32,False,cash
T00000693,2023-04-03 05:33:25,C000100,S0003,P00081,3,6.74,20.22,True,mobile
T00000694,2023-09-20 18:08:21,C000406,S0012,P00078,5,6.04,30.2,False,card
T00000695,2023-08-03 18:54:11,C000172,S0012,P00174,1,5.81,5.81,False,card
T00000696,2023-01-19 06:04:37,C000377,S0010,P00025,3,7.67,23.01,False,insurance
T00000697,2023-02-04 14:20:59,C000393,S0017,P00060,1,6.83,6.83,True,card
T00000698,2023-07-09 11:30:07,C000489,S0013,P00174,1,5.72,5.72,False,mobile
T00000699,2023-08-13 06:49:25,C000075,S0008,P00080,1,15.92,15.92,False,cash
T00000700,2023-03-03 01:11:46,C000070,S0011,P00189,1,8.45,8.45,False,insurance
T00000701,2023-03-04 08:24:03,C000212,S0006,P00107,3,0.69,2.07,False,mobile
T00000702,2023-02-17 01:54:58,C000104,S0015,P00124,3,6.45,19.35,False,cash
T00000703,2023-07-25 15:24:31,C000295,S0001,P00089,1,2.89,2.89,False,mobile
T00000704,2023-01-03 20:36:33,C000297,S0013,P00151,1,52.77,52.77,False,mobile
T00000705,2023-07-28 08:45:11,C000342,S0016,P00086,1,2.14,2.14,False,cash
T00000706,2023-06-23 05:42:46,C000357,S0002,P00015,5,8.46,42.3,True,insurance
T00000707,2023-06-19 14:50:47,C000087,S0007,P00037,4,1.41,5.64,False,cash
T00000708,2023-09-05 06:09:27,C000399,S0020,P00159,5,6.18,30.9,False,mobile
T00000709,2023-07-10 05:42:40,C000355,S0005,P00137,3,7.47,22.41,False,card
T00000710,2023-09-22 21:36:47,C000009,S0013,P00021,1,7.15,7.15,False,mobile
T00000711,2023-10-06 01:38:05,C000395,S0003,P00175,1,9.8,9.8,False,insurance
T00000712,2023-12-01 22:08:56,C000099,S0018,P00053,1,3.26,3.26,False,card
T00000713,2023-10-18 22:12:07,C000378,S0006,P00034,4,8.64,34.56,False,insurance
T00000714,2023-07-08 10:40:53,C000330,S0016,P00195,1,6.53,6.53,False,insurance
T00000715,2023-06-29 03:27:02,C000309,S0006,P00128,2,4.61,9.22,False,mobile
T00000716,2023-03-27 19:09:01,C000036,S0013,P00052,2,3.26,6.52,False,cash
T00000717,2023-08-07 06:02:54,C000305,S0015,P00130,1,18.89,18.89,False,mobile
T00000718,2023-02-20 15:29:14,C000331,S0007,P00002,10,3.6,36.0,False,card
T00000719,2023-12-05 23:16:48,C000199,S0005,P00019,3,3.06,9.18,False,card
T00000720,2023-11-04 14:18:24,C000261,S0015,P00120,1,3.75,3.75,False,card
T00000721,2023-02-13 13:59:33,C000434,S0016,P00037,1,1.06,1.06,True,card
T00000722,2023-10-14 02:06:38,C000245,S0006,P00016,3,6.24,18.72,False,insurance
T00000723,2023-02-12 15:01:00,C000369,S0010,P00063,1,8.31,8.31,True,insurance
T00000724,2023-09-20 12:37:24,C000368,S0014,P00141,1,2.85,2.85,False,card
T00000725,2023-02-01 22:13:33,C000359,S0018,P00191,3,6.63,19.89,False,cash
T00000726,2023-06-27 16:51:28,C000095,S0019,P00118,2,5.67,11.34,True,insurance
T00000727,2023-08-28 11:05:37,C000290,S0011,P00046,1,4.94,4.94,False,insurance
T00000728,2023-09-23 06:53:30,C000097,S0006,P00199,4,10.13,40.52,False,cash
T00000729,2023-06-02 08:57:44,C000016,S0020,P00034,1,7.17,7.17,True,cash
T00000730,2023-12-02 11:18:10,C000398,S0009,P00165,2,7.84,15.68,False,mobile
T00000731,2023-10-09 20:28:19,C000081,S0004,P00192,1,11.0,11.0,True,card
T00000732,2023-03-17 19:24:03,C000229,S0012,P00036,3,31.18,93.54,False,cash
T00000733,2023-09-02 07:52:40,C000232,S0017,P00046,2,4.29,8.58,False,card
T00000734,2023-09-23 21:57:01,C000049,S0012,P00031,4,2.45,9.8,False,card
T00000735,2023-05-02 10:39:34,C000464,S0008,P00174,1,5.88,5.88,False,card
T00000736,2023-09-26 17:11:20,C000344,S0008,P00156,1,2.55,2.55,False,mobile
T00000737,2023-11-24 00:07:49,C000077,S0009,P00178,1,3.94,3.94,False,mobile
T00000738,2023-10-25 10:18:38,C000180,S0002,P00142,2,10.14,20.28,False,mobile
T00000739,2023-10-05 13:28:51,C000436,S0013,P00104,1,14.4,14.4,True,cash
T00000740,2023-08-19 22:58:11,C000273,S0019,P00102,1,1.68,1.68,False,card
T00000741,2023-04-09 11:23:35,C000068,S0020,P00188,1,2.1,2.1,False,card
T00000742,2023-10-17 11:04:04,C000175,S0013,P00090,1,7.06,7.06,False,mobile
T00000743,2023-05-13 13:34:53,C000199,S0018,P00037,3,1.42,4.26,False,cash
T00000744,2023-07-13 17:16:17,C000356,S0009,P00146,3,7.46,22.38,False,cash
T00000745,2023-04-25 10:56:51,C000017,S0020,P00024,1,4.35,4.35,True,card
T00000746,2023-04-24 22:31:02,C000378,S0020,P00039,4,4.58,18.32,False,insurance
T00000747,2023-02-27 08:53:43,C000392,S0007,P00154,1,23.02,23.02,False,cash
T00000748,2023-12-16 21:53:48,C000316,S0015,P00050,1,15.64,15.64,False,mobile
T00000749,2023-02-23 19:02:08,C000344,S0013,P00181,1,8.01,8.01,False,mobile
T00000750,2023-02-01 09:33:25,C000260,S0011,P00048,1,16.32,16.32,False,insurance
T00000751,2023-12-07 18:00:35,C000170,S0001,P00163,1,26.8,26.8,False,cash
T00000752,2023-07-22 00:35:42,C000425,S0012,P00083,1,21.48,21.48,False,card
T00000753,2023-06-09 09:31:47,C000273,S0020,P00067,4,8.41,33.64,False,insurance
T00000754,2023-09-26 10:43:28,C000236,S0004,P00156,3,2.26,6.78,False,mobile
T00000755,2023-05-20 12:40:55,C000194,S0001,P00050,5,14.81,74.05,False,mobile
T00000756,2023-02-16 13:31:23,C000367,S0006,P00109,1,1.39,1.39,False,mobile
T00000757,2023-09-23 14:32:04,C000340,S0009,P00176,5,20.23,101.15,False,mobile
T00000758,2023-03-06 01:31:54,C000425,S0012,P00100,1,12.5,12.5,False,card
T00000759,2023-07-21 06:56:51,C000390,S0001,P00178,1,4.3,4.3,False,cash
T00000760,2023-12-12 11:02:31,C000192,S0004,P00035,1,5.65,5.65,False,insurance
T00000761,2023-12-07 18:07:09,C000434,S0001,P00127,3,27.96,83.88,True,card
T00000762,2023-05-12 07:48:01,C000181,S0003,P00015,2,8.34,16.68,True,mobile
T00000763,2023-10-12 00:42:50,C000373,S0014,P00197,1,8.58,8.58,False,insurance
T00000764,2023-08-12 00:20:09,C000299,S0009,P00172,3,7.46,22.38,False,card
T00000765,2023-06-24 11:46:21,C000416,S0009,P00065,2,1.68,3.36,False,mobile
T00000766,2023-02-20 22:24:43,C000421,S0006,P00190,4,7.08,28.32,False,card
T00000767,2023-05-17 23:52:35,C000290,S0013,P00122,1,13.05,13.05,False,insurance
T00000768,2023-08-26 07:09:23,C000115,S0019,P00018,1,4.77,4.77,False,mobile
T00000769,2023-12-26 03:12:48,C000416,S0007,P00122,1,12.72,12.72,False,cash
T00000770,2023-01-02 18:43:26,C000325,S0017,P00061,1,7.76,7.76,False,insurance
T00000771,2023-09-19 06:21:13,C000485,S0006,P00177,1,12.56,12.56,False,card
T00000772,2023-11-05 01:35:56,C000106,S0013,P00023,1,45.84,45.84,False,cash
T00000773,2023-12-13 05:38:12,C000423,S0002,P00062,4,10.62,42.48,True,insurance
T00000774,2023-06-04 06:20:56,C000280,S0003,P00014,1,3.86,3.86,False,cash
T00000775,2023-02-13 03:01:43,C000419,S0012,P00156,1,2.53,2.53,False,insurance
T00000776,2023-04-09 15:10:09,C000153,S0006,P00031,1,2.01,2.01,True,mobile
T00000777,2023-11-06 14:15:44,C000445,S0007,P00116,2,7.39,14.78,False,mobile
T00000778,2023-11-16 13:38:22,C000080,S0010,P00046,2,3.24,6.48,True,card
T00000779,2023-08-20 21:28:39,C000229,S0012,P00161,2,12.84,25.68,False,mobile
T00000780,2023-02-14 16:15:39,C000094,S0004,P00042,10,15.27,152.7,True,mobile
T00000781,2023-02-14 09:06:28,C000395,S0012,P00172,1,8.13,8.13,False,cash
T00000782,2023-06-24 01:18:42,C000007,S0018,P00110,1,5.46,5.46,True,insurance
T00000783,2023-08-03 03:01:19,C000234,S0010,P00047,1,4.27,4.27,False,mobile
T00000784,2023-01-12 18:51:34,C000229,S0003,P00098,1,6.25,6.25,False,mobile
T00000785,2023-09-07 17:44:16,C000374,S0017,P00135,1,11.35,11.35,False,card
T00000786,2023-07-18 04:50:22,C000265,S0009,P00093,1,4.86,4.86,False,insurance
T00000787,2023-01-05 11:28:34,C000261,S0007,P00094,3,10.04,30.12,False,cash
T00000788,2023-02-04 19:50:20,C000374,S0008,P00087,5,24.02,120.1,True,insurance
T00000789,2023-06-15 08:55:18,C000037,S0012,P00187,4,1.47,5.88,False,card
T00000790,2023-09-21 00:30:23,C000354,S0001,P00006,1,5.8,5.8,False,card
T00000791,2023-10-28 10:41:25,C000359,S0005,P00089,1,3.07,3.07,False,mobile
T00000792,2023-06-06 23:51:03,C000302,S0007,P00107,1,0.64,0.64,False,mobile
T00000793,2023-04-18 12:15:23,C000301,S0006,P00109,3,1.51,4.53,False,insurance
T00000794,2023-12-19 11:09:34,C000351,S0004,P00146,1,9.17,9.17,False,mobile
T00000795,2023-06-16 21:52:34,C000095,S0001,P00129,5,22.01,110.05,False,cash
T00000796,2023-04-25 19:14:40,C000150,S0002,P00125,1,4.66,4.66,False,cash
T00000797,2023-06-11 00:03:22,C000453,S0018,P00133,5,8.67,43.35,False,mobile
T00000798,2023-01-05 09:37:57,C000362,S0008,P00001,10,8.76,87.6,False,cash
T00000799,2023-04-20 21:38:15,C000140,S0009,P00183,1,7.39,7.39,False,mobile
T00000800,2023-07-07 15:53:01,C000137,S0014,P00077,2,6.11,12.22,False,card
T00000801,2023-12-01 07:30:31,C000127,S0015,P00018,2,4.56,9.12,False,insurance
T00000802,2023-09-26 17:08:35,C000277,S0003,P00049,1,2.73,2.73,False,insurance
T00000803,2023-10-12 09:23:05,C000159,S0008,P00130,4,13.99,55.96,True,cash
T00000804,2023-07-18 08:15:41,C000416,S0008,P00138,1,1.29,1.29,False,cash
T00000805,2023-02-10 06:06:01,C000148,S0013,P00194,1,3.21,3.21,False,insurance
T00000806,2023-05-23 07:08:01,C000157,S0008,P00171,5,15.9,79.5,False,card
T00000807,2023-12-29 22:05:42,C000069,S0004,P00053,1,3.38,3.38,False,card
T00000808,2023-01-17 01:52:40,C000367,S0014,P00144,3,15.72,47.16,False,insurance
T00000809,2023-11-17 00:41:29,C000230,S0016,P00009,1,19.8,19.8,False,cash
T00000810,2023-09-07 03:45:15,C000356,S0012,P00002,1,4.14,4.14,False,card
T00000811,2023-04-14 08:13:27,C000184,S0013,P00094,1,9.08,9.08,False,insurance
T00000812,2023-10-11 04:30:33,C000321,S0016,P00008,3,35.35,106.05,False,mobile
T00000813,2023-11-01 15:07:43,C000403,S0009,P00049,2,2.61,5.22,False,insurance
T00000814,2023-01-16 17:33:43,C000275,S0003,P00027,1,6.81,6.81,False,mobile
T00000815,2023-02-08 17:40:51,C000004,S0019,P00191,3,6.19,18.57,False,mobile
T00000816,2023-08-31 07:59:19,C000441,S0006,P00080,3,15.96,47.88,False,card
T00000817,2023-12-30 16:10:45,C000117,S0012,P00187,3,1.35,4.05,False,mobile
T00000818,2023-01-09 17:22:17,C000214,S0008,P00119,2,6.28,12.56,False,card
T00000819,2023-08-31 07:25:19,C000346,S0014,P00020,4,3.82,15.28,False,mobile
T00000820,2023-02-19 16:40:43,C000332,S0001,P00091,5,2.74,13.7,False,card
T00000821,2023-08-25 15:29:32,C000101,S0005,P00094,1,9.11,9.11,False,insurance
T00000822,2023-08-15 21:16:43,C000242,S0003,P00179,10,2.09,20.9,False,mobile
T00000823,2023-02-02 22:05:24,C000200,S0007,P00001,1,8.85,8.85,False,mobile
T00000824,2023-09-05 18:50:27,C000195,S0014,P00036,1,28.28,28.28,False,insurance
T00000825,2023-11-23 12:29:02,C000013,S0019,P00110,3,7.38,22.14,False,insurance
T00000826,2023-11-11 07:02:38,C000020,S0020,P00047,1,3.93,3.93,False,card
T00000827,2023-01-11 13:20:22,C000441,S0009,P00137,1,7.67,7.67,False,mobile
T00000828,2023-03-31 12:19:37,C000020,S0009,P00198,1,2.74,2.74,False,cash
T00000829,2023-03-29 15:52:26,C000452,S0003,P00122,4,14.11,56.44,False,insurance
T00000830,2023-06-14 23:57:42,C000317,S0008,P00044,1,46.17,46.17,False,insurance
T00000831,2023-02-22 01:26:20,C000063,S0007,P00045,5,4.24,21.2,False,mobile
T00000832,2023-11-07 23:34:21,C000142,S0006,P00008,1,38.44,38.44,False,mobile
T00000833,2023-10-10 17:50:41,C000229,S0002,P00037,1,1.04,1.04,True,card
T00000834,2023-10-22 05:44:37,C000097,S0017,P00068,3,3.07,9.21,True,card
T00000835,2023-03-14 03:30:43,C000422,S0002,P00022,4,5.61,22.44,True,mobile
T00000836,2023-01-06 07:18:21,C000432,S0002,P00172,5,7.17,35.85,False,cash
T00000837,2023-11-28 11:20:08,C000104,S0008,P00014,5,3.6,18.0,False,card
T00000838,2023-04-16 03:54:14,C000126,S0001,P00142,1,7.04,7.04,True,insurance
T00000839,2023-08-27 21:09:59,C000366,S0007,P00125,1,4.44,4.44,False,insurance
T00000840,2023-11-28 00:50:16,C000474,S0011,P00150,1,20.8,20.8,False,card
T00000841,2023-01-14 03:55:02,C000348,S0010,P00034,2,8.2,16.4,False,mobile
T00000842,2023-01-02 23:48:55,C000313,S0007,P00088,2,4.36,8.72,False,cash
T00000843,2023-01-02 23:26:06,C000395,S0018,P00154,3,23.4,70.2,False,cash
T00000844,2023-02-26 21:39:42,C000015,S0018,P00164,1,13.24,13.24,False,card
T00000845,2023-01-19 19:17:00,C000377,S0014,P00056,1,10.91,10.91,False,cash
T00000846,2023-10-26 11:21:10,C000283,S0002,P00016,1,6.81,6.81,False,card
T00000847,2023-08-09 13:21:45,C000091,S0009,P00014,2,3.42,6.84,False,card
T00000848,2023-12-23 17:41:19,C000218,S0016,P00061,2,6.97,13.94,False,cash
T00000849,2023-10-19 17:44:43,C000438,S0013,P00089,10,3.01,30.1,False,insurance
T00000850,2023-12-17 14:24:35,C000262,S0017,P00168,1,17.45,17.45,False,card
T00000851,2023-03-28 19:59:51,C000272,S0003,P00068,1,3.99,3.99,False,mobile
T00000852,2023-04-15 18:13:02,C000142,S0002,P00118,1,6.27,6.27,False,cash
T00000853,2023-11-06 04:26:09,C000225,S0019,P00047,10,4.14,41.4,False,cash
T00000854,2023-03-31 03:17:46,C000145,S0020,P00101,1,8.67,8.67,False,mobile
T00000855,2023-01-21 19:58:41,C000231,S0017,P00056,2,11.9,23.8,False,insurance
T00000856,2023-09-01 13:31:15,C000056,S0019,P00178,2,4.1,8.2,False,card
T00000857,2023-10-19 13:13:13,C000305,S0003,P00192,1,14.36,14.36,False,insurance
T00000858,2023-12-19 10:09:44,C000477,S0002,P00005,1,14.74,14.74,False,cash
T00000859,2023-12-04 17:13:16,C000054,S0001,P00135,5,11.16,55.8,False,insurance
T00000860,2023-02-13 18:20:03,C000134,S0008,P00090,2,7.18,14.36,False,card
T00000861,2023-10-09 01:08:21,C000378,S0018,P00083,1,16.38,16.38,True,mobile
T00000862,2023-11-04 23:46:25,C000430,S0001,P00103,3,10.37,31.11,False,card
T00000863,2023-09-12 02:47:00,C000182,S0019,P00170,1,25.63,25.63,False,insurance
T00000864,2023-10-26 09:46:13,C000335,S0007,P00179,1,2.11,2.11,False,mobile
T00000865,2023-11-02 00:35:43,C000136,S0013,P00139,2,2.86,5.72,True,card
T00000866,2023-06-12 13:03:45,C000253,S0013,P00097,1,8.23,8.23,False,insurance
T00000867,2023-01-15 14:45:42,C000336,S0012,P00165,4,7.26,29.04,False,card
T00000868,2023-06-16 01:18:50,C000457,S0005,P00195,1,6.14,6.14,True,card
T00000869,2023-03-15 10:46:06,C000333,S0004,P00097,1,7.47,7.47,False,mobile
T00000870,2023-02-11 09:32:24,C000046,S0017,P00082,1,6.02,6.02,False,mobile
T00000871,2023-02-15 11:19:59,C000261,S0007,P00181,1,7.87,7.87,False,cash
T00000872,2023-09-11 20:15:33,C000447,S0013,P00126,1,7.83,7.83,False,mobile
T00000873,2023-07-03 15:34:58,C000379,S0011,P00068,2,4.63,9.26,False,cash
T00000874,2023-07-16 12:01:51,C000371,S0013,P00113,1,4.99,4.99,False,insurance
T00000875,2023-09-29 05:57:49,C000131,S0010,P00154,3,20.91,62.73,False,insurance
T00000876,2023-07-19 13:40:02,C000325,S0017,P00022,1,6.29,6.29,False,mobile
T00000877,2023-08-18 07:47:01,C000300,S0007,P00097,3,8.49,25.47,False,mobile
T00000878,2023-02-01 07:30:35,C000395,S0004,P00200,1,7.14,7.14,False,card
T00000879,2023-11-06 19:28:53,C000050,S0008,P00060,1,9.31,9.31,False,card
T00000880,2023-06-13 08:32:56,C000453,S0018,P00116,1,7.01,7.01,False,insurance
T00000881,2023-02-26 11:56:26,C000177,S0006,P00104,5,19.71,98.55,False,mobile
T00000882,2023-10-24 01:14:16,C000050,S0013,P00160,1,5.08,5.08,False,insurance
T00000883,2023-09-25 09:39:00,C000339,S0004,P00195,2,6.48,12.96,False,card
T00000884,2023-01-20 07:14:04,C000341,S0010,P00001,1,9.53,9.53,False,cash
T00000885,2023-03-12 06:24:37,C000097,S0003,P00094,1,8.93,8.93,False,mobile
T00000886,2023-01-06 17:35:13,C000274,S0007,P00158,1,4.01,4.01,True,cash
T00000887,2023-04-09 13:20:54,C000247,S0005,P00159,2,5.98,11.96,False,card
T00000888,2023-02-06 09:25:42,C000299,S0018,P00097,2,8.28,16.56,False,card
T00000889,2023-09-16 09:43:39,C000290,S0012,P00177,1,12.15,12.15,False,insurance
T00000890,2023-07-10 05:01:27,C000094,S0020,P00139,5,2.88,14.4,True,insurance
T00000891,2023-12-23 19:04:09,C000407,S0017,P00052,1,2.79,2.79,True,cash
T00000892,2023-09-30 18:58:07,C000266,S0009,P00049,1,2.83,2.83,False,insurance
T00000893,2023-08-11 14:26:42,C000154,S0002,P00052,1,3.12,3.12,False,cash
T00000894,2023-07-05 09:21:41,C000354,S0002,P00017,1,37.53,37.53,False,mobile
T00000895,2023-01-20 20:06:53,C000489,S0005,P00011,1,5.77,5.77,False,insurance
T00000896,2023-01-26 13:16:40,C000022,S0018,P00012,1,10.98,10.98,False,cash
T00000897,2023-08-13 08:04:31,C000002,S0006,P00146,1,7.43,7.43,False,cash
T00000898,2023-01-02 14:15:23,C000020,S0020,P00096,1,4.44,4.44,True,cash
T00000899,2023-01-16 09:58:27,C000303,S0020,P00125,2,4.62,9.24,False,cash
T00000900,2023-03-21 18:22:11,C000230,S0006,P00101,1,8.48,8.48,False,cash
T00000901,2023-11-18 19:53:49,C000043,S0017,P00025,1,7.84,7.84,False,insurance
T00000902,2023-06-17 01:12:49,C000270,S0015,P00001,4,7.78,31.12,True,card
T00000903,2023-09-16 06:52:33,C000459,S0020,P00181,4,8.39,33.56,False,insurance
T00000904,2023-05-30 19:24:28,C000110,S0001,P00155,5,2.8,14.0,False,insurance
T00000905,2023-03-05 00:26:41,C000331,S0016,P00105,3,3.68,11.04,False,insurance
T00000906,2023-05-16 02:25:24,C000257,S0001,P00019,1,3.62,3.62,False,card
T00000907,2023-02-03 09:16:29,C000330,S0018,P00174,3,5.97,17.91,False,mobile
T00000908,2023-10-08 08:55:53,C000201,S0002,P00060,1,7.59,7.59,True,card
T00000909,2023-03-08 19:20:46,C000029,S0009,P00103,2,10.31,20.62,False,card
T00000910,2023-05-18 00:01:41,C000195,S0016,P00146,1,8.7,8.7,False,cash
T00000911,2023-12-23 17:31:03,C000369,S0009,P00143,4,4.59,18.36,False,insurance
T00000912,2023-08-04 11:23:27,C000054,S0017,P00140,4,12.04,48.16,False,insurance
T00000913,2023-06-16 21:59:09,C000350,S0003,P00035,1,5.5,5.5,False,card
T00000914,2023-07-17 15:45:34,C000310,S0010,P00150,1,19.87,19.87,False,mobile
T00000915,2023-10-13 09:43:52,C000106,S0014,P00133,1,8.84,8.84,False,card
T00000916,2023-04-03 15:09:10,C000071,S0017,P00025,5,7.28,36.4,False,cash
T00000917,2023-08-20 15:39:48,C000022,S0018,P00102,1,1.42,1.42,True,cash
T00000918,2023-11-14 15:49:59,C000084,S0004,P00189,4,8.23,32.92,False,cash
